Date,Open,High,Low,Close,Volume,OpenInterest,Close_Spot,T_Annual,IV,Delta,Gamma,Theta,Vega
2026-08-11 09:15:00,218.05,294.85,217.95,269.15,159840,287560,78352.32,0.005479452054794521,,,,,
2026-08-11 09:16:00,276.45,307.95,276.0,287.75,146500,263580,78289.48,0.005479452054794521,,,,,
2026-08-11 09:17:00,300.25,320.3,299.85,317.05,152900,263580,78253.76,0.005479452054794521,,,,,
2026-08-11 09:18:00,320.65,325.0,304.95,308.45,122860,297400,78262.61,0.005479452054794521,,,,,
2026-08-11 09:19:00,305.1,329.85,305.1,323.7,152320,297400,78239.55,0.005479452054794521,,,,,
2026-08-11 09:20:00,325.5,344.7,325.1,335.95,174320,297400,78221.37,0.005479452054794521,,,,,
2026-08-11 09:21:00,340.45,340.45,322.15,325.65,118280,348980,78241.6,0.005479452054794521,,,,,
2026-08-11 09:22:00,328.15,336.4,325.6,335.4,64880,348980,78227.26,0.005479452054794521,,,,,
2026-08-11 09:23:00,339.0,342.55,330.55,339.75,110780,348980,78218.73,0.005479452054794521,,,,,
2026-08-11 09:24:00,341.25,343.55,331.5,333.3,81260,388140,78233.24,0.005479452054794521,,,,,
2026-08-11 09:25:00,333.05,335.15,322.0,325.65,77840,388140,78249.75,0.005479452054794521,,,,,
2026-08-11 09:26:00,324.45,353.0,324.45,351.55,120420,388140,78216.04,0.005479452054794521,,,,,
2026-08-11 09:27:00,350.7,355.5,342.45,342.9,105480,415240,78212.94,0.005479452054794521,,,,,
2026-08-11 09:28:00,342.25,350.0,338.5,344.7,78880,415240,78215.43,0.005479452054794521,,,,,
2026-08-11 09:29:00,345.95,352.7,344.0,352.5,70780,465840,78212.9,0.005479452054794521,,,,,
2026-08-11 09:30:00,353.35,360.0,352.05,353.55,138020,465840,78191.83,0.005479452054794521,,,,,
2026-08-11 09:31:00,354.35,355.4,343.6,353.85,77440,465840,78209.16,0.005479452054794521,,,,,
2026-08-11 09:32:00,354.45,354.5,344.15,345.5,54080,494560,78222.2,0.005479452054794521,,,,,
2026-08-11 09:33:00,345.4,350.0,341.55,343.95,55000,494560,78217.56,0.005479452054794521,,,,,
2026-08-11 09:34:00,344.05,350.0,341.35,348.2,41540,494560,78215.75,0.005479452054794521,,,,,
2026-08-11 09:35:00,348.15,348.7,333.55,335.0,66880,516380,78240.69,0.005479452054794521,,,,,
2026-08-11 09:36:00,336.3,347.6,335.65,346.6,60160,516380,78221.32,0.005479452054794521,,,,,
2026-08-11 09:37:00,346.1,356.15,340.0,354.5,81200,529680,78199.97,0.005479452054794521,,,,,
